Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,Doi,Ref,Study,Notes
The medical office of the 21st century (MOXXI): effectiveness of computerized decision-making support in reducing inappropriate prescribing in primary care,"Tamblyn, R.; Huang, A.; Perreault, R.; Jacques, A.; Roy, D.; Hanley, J.; McLeod, P.; Laprise, R.","Background: Adverse drug-related events are common in the elderly, and inappropriate prescribing is a preventable risk factor. Our objective was to determine whether inappropriate prescribing could be reduced when primary care physicians had computer-based access to information on all prescriptions dispensed and automated alerts for potential prescribing problems. Methods: We randomly assigned 107 primary care physicians with at least 100 patients aged 66 years and older (total 12 560) to a group receiving computerized decision-making support (CD) or a control group. Physicians in the CIDS group had access to information on current and past prescriptions through a dedicated computer link to the provincial seniors' drug-insurance program. When any of 159 clinically relevant prescribing problems were identified by the CDS software, the physician received an alert that identified the nature of the problem, possible consequences, and alternative therapy. The rate of initiation and discontinuation of potentially inappropriate prescriptions was assessed over a 13-month period. Results: In the 2 months before the study, 31.8% of the patients in the CDS group and 33.3% of those in the control group had at least 1 potentially inappropriate prescription. During the study the number of new potentially inappropriate prescriptions per 1000 visits was significantly lower (18%) in the CDS group than in the control group (relative rate [RR] 0.82, 95% confidence interval [CI] 0.69-0.98), but differences between the groups in the rate of, discontinuation of potentially inappropriate prescriptions were significant only for therapeutic duplication by the study physician and another physician (RR 1.66, 95% CI 0.99-2.79) and drug interactions caused by prescriptions written by the study physician (RR 2.15, 95% CI 0.98-4.70). Interpretation: Computer-based access to complete drug profiles and alerts about potential prescribing problems reduces the rate of initiation of potentially inappropriate prescriptions but,has a more selective effect on the discontinuation of such prescriptions.",2003,Sep 16,Canadian Medical Association Journal,169,6,549-556,WOS:000185344900011,"","",Tamblyn 2003,Exclusion reason: Not multi-faceted; 
A computerized intervention to decrease the use of calcium channel blockers in hypertension,"Rossi, R. A.; Every, N. R.","OBJECTIVE: To determine whether a computer-assisted reminder would alter prescribing habits for the treatment of hypertension in accordance with current clinical guidelines in a general internal medicine clinic. DESIGN:A randomized trial. SETTING: The General Internal Medicine Clinic of the Veterans Affairs Puget Sound Health Care System, Seattle Division. PATIENTS/PARTICIPANTS: Clinic providers were randomized to a control group (n = 35) or intervention group (n = 36). We targeted the providers of patients being treated for hypertension with calcium channel blockers, a class of drug not recommended for initial therapy. INTERVENTION: An automated computer query identified eligible patients and their providers, A guideline reminder was placed in the charts of patients of intervention providers; the charts of patients of control providers received no reminder. MEASUREMENTS AND MAIN RESULTS: During the 5-month study period, 346 patients were seen by the 36 primary care providers (staff physicians, nurse practitioners, residents, and fellows) in the intervention group, and 373 patients were seen by the 35 providers in the control group, Intervention providers changed 39 patients (11.3%) to other medications during the study period, compared with 1 patient (<1.0%) of control providers (p < .0001). For patients whose therapy was unchanged, providers noted angina in 23.1%, indications other than those for hypertension in 9.5%, intolerable adverse effects with first-line therapy in 13.9%, and inadequate control with first-line therapy in 13.9%. Of those patients without provider-indicated contraindications, 23.6% were switched from calcium channel blockers to first-line agents during the intervention period. CONCLUSIONS: The use of a computerized, clinic-based intervention increased compliance with guidelines in the treatment of primary hypertension in general, and decreased the use of calcium channel blockers for the treatment of hypertension in particular.",1997,Nov,Journal of General Internal Medicine,12,11,672-678,WOS:A1997YF24600003,10.1046/j.1525-1497.1997.07140.x,"",Rossi 1997,Exclusion reason: Not multi-faceted; 
A randomized controlled trial of a computer-based physician workstation in an outpatient setting: Implementation barriers to outcome evaluation,"Rotman, B. L.; Sullivan, A. N.; McDonald, T. W.; Brown, B. W.; DeSmedt, P.; Goodnature, D.; Higgins, M. C.; Suermondt, H. J.; Young, C.; Owens, D. K.","Objective: A research prototype Physician Workstation (PWS) incorporating a graphical user interface and a drug ordering module was compared with the existing hospital information system in an academic Veterans Administration General Medical Clinic. Physicians in the intervention group received recommendations for drug substitutions to reduce costs and were alerted to potential drug interactions. The objective was to evaluate the effect of the PWS on user satisfaction, on health-related outcomes, and on costs. Design: A one-year, two-period, randomized controlled trial with 37 subjects. Measurements: Differences in the reliance on noncomputer sources of information, in user satisfaction, in the cost of prescribed medications, and in the rate of clinically relevant drug interactions were assessed. Results: The study subjects logged onto the workstation an average of 6.53 times per provider and used it to generate 2.8% of prescriptions during the intervention period. On a five-point scale (5 = very satisfied, 1 = very dissatisfied), user satisfaction declined in the PWS group (3.44 to 2.98 p = 0.008), and increased in the control group (3.23 to 3.72, p < 0.0001). Conclusion: The intervention physicians did not use the PWS frequently enough to influence information-seeking behavior, health outcomes, or cost. The study design did not determine whether the poor usage resulted from satisfaction with the control system, problems using the PWS intervention, or the functions provided by the PWS intervention. Evaluative studies should include provisions to improve the chance of successful implementation as well. as to yield maximum information if a negative study occurs.",1996,Sep-Oct,Journal of the American Medical Informatics Association,3,5,340-348,WOS:A1996VJ04200005,"","",Rotman 1996,Exclusion reason: Not multi-faceted; 
Implementing a palm pilot intervention for primary care providers: Lessons learned,"Rosenberger, Erica L.; Goff, David C., Jr.; Blackwell, Caroline S.; Williams, Dustin T.; Crago, O. Lenore; Ellis, Shellie D.; Bertoni, Alain G.; Bonds, Denise E.","The Personal Digital Assistance for Guideline Adherence (GLAD Heart) study was designed to test a strategy to improve quality of care through increased adherence to ATPIII cholesterol guidelines. This paper describes the overall study design including the multi-faceted intervention and outcome measures. Sixty-one primary care practices in NC were recruited and randomized to either a personal digital assistant-based cholesterol management intervention or an intervention similar in intensity and frequency of contact but focused on a hypertension clinical practice guideline. Installation and implementation of the technology intervention was challenging. Over the course of the study, there were 74 technical issues requiring assistance for the palm pilot from 23 participating practices. The GLAD Heart project was. completed successfully with some impact on cholesterol management. Technology has the potential to improve the quality of care provided in the healthcare setting. However, potentially expensive interventions such as that conducted in GLAD Heart should undergo rigorous testing to assure their efficacy before widespread adoption. (C) 2009 Elsevier Inc. All rights reserved.",2009,Jul,Contemporary Clinical Trials,30,4,321-325,WOS:000266853900007,10.1016/j.cct.2009.03.009,"",Rosenberger 2009,Exclusion reason: Not multi-faceted; 
WellDoc (TM) mobile diabetes management randomized controlled trial: Change in clinical and Behavioral outcomes and patient and physician satisfaction,"Quinn, Charlene C.; Clough, Suzanne Sysko; Minor, James M.; Lender, Dan; Okafor, Maria C.; Gruber-Baldini, Ann","Background: Less than 63% of individuals with diabetes meet professional guidelines target of hemoglobin A1c < 7.0%, and only 7% meet combined glycemic, lipid, and blood pressure goals. The primary study aim was to assess the impact on A1c of a cell phone-based diabetes management software system used with web-based data analytics and therapy optimization tools. Secondary aims examined health care provider (HCP) adherence to prescribing guidelines and assessed HCPs' adoption of the technology. Methods: Thirty patients with type 2 diabetes were recruited from three community physician practices for a 3-month study and evenly randomized. The intervention group received cell phone-based software designed by endocrinologists and CDEs (WellDoc (TM) Communications, Inc., Baltimore, MD). The software provided real-time feedback on patients' blood glucose levels, displayed patients' medication regimens, incorporated hypo- and hyperglycemia treatment algorithms, and requested additional data needed to evaluate diabetes management. Patient data captured and transferred to secure servers were analyzed by proprietary statistical algorithms. The system sent computer-generated logbooks (with suggested treatment plans) to intervention patients' HCPs. Results: The average decrease in A1c for intervention patients was 2.03%, compared to 0.68% (P < 0.02, one-tailed) for control patients. Of the intervention patients, 84% had medications titrated or changed by their HCP compared to controls (23%, P = 0.002). Intervention patients' HCPs reported the system facilitated treatment decisions, provided organized data, and reduced logbook review time. Conclusions: Adults with type 2 diabetes using WellDoc's software achieved statistically significant improvements in A1c. HCP and patient satisfaction with the system was clinically and statistically significant.",2008,Jun,Diabetes Technology & Therapeutics,10,3,160-168,WOS:000256611200002,10.1089/dia.2008.0283,"",Quinn 2008,Exclusion reason: Not previously evaluated; 
An electronic prompt in dispensing software to promote clinical interventions by community pharmacists: a randomized controlled trial,"Reeve, James F.; Tenni, Peter C.; Peterson, Gregory M.","AIM To evaluate the effect of an electronic prompt in dispensing software on the frequency of clinical interventions recorded by community pharmacists. METHOD An electronic decision-support prompt identifying patients for a targeted proactive clinical intervention was developed and implemented. Each time an oral antidiabetic agent was dispensed, a prompt was displayed reminding pharmacists to discuss the suitability of aspirin therapy in eligible patients with diabetes. The prompt was randomly assigned to 31 of 52 metropolitan pharmacies in Melbourne (Australia) for 6 weeks, with the remaining pharmacies as controls. RESULTS One hundred and fifty pharmacists in 52 pharmacies recorded a total of 2396 clinical interventions at an intervention rate of 0.92 interventions per 100 patients [95% confidence interval (CI) 0.58, 1.23]. Pharmacists recorded a total of 201 target interventions related to aspirin therapy in diabetes at an intervention rate of 2.55 interventions per 100 diabetic patients (95% CI 0.85, 4.24). All of the targeted clinical interventions were recorded in the prompt arm; no targeted interventions were recorded in the control group. The effect of the prompt decreased over the study period and was not maintained after prompt deactivation. CONCLUSION An electronic prompt significantly increased pharmacists' recording of the targeted clinical intervention in diabetic patients. An electronic decision-support prompt has significant potential to promote community pharmacists' contribution to the quality use of medicines.",2008,Mar,British Journal of Clinical Pharmacology,65,3,377-385,WOS:000253607000011,10.1111/j.1365-2125.2007.03012.x,"",Reeve 2008,Exclusion reason: Not multi-faceted; 
"Improving empirical antibiotic treatment using TREAT, a computerized decision support system: cluster randomized trial","Paul, Mical; Andreassen, Steen; Tacconelli, Evelina; Nielsen, Anders D.; Almanasreh, Nadja; Frank, Uwe; Cauda, Roberto; Leibovici, Leonard","Background: Appropriate antibiotic treatment decreases mortality, while superfluous treatment is associated with antibiotic resistance. We built a computerized decision support system for antibiotic treatment (TREAT) targeting these outcomes. Methods: Prospective cohort study comparing TREAT's advice to physician's treatment followed by a cluster randomized trial comparing wards using TREAT (intervention) versus antibiotic monitoring without TREAT (control). We included patients suspected of harbouring bacterial infections in three hospitals (Israel, Germany and Italy). The primary outcome, appropriate antibiotic treatment, was assessed among patients with microbiologically documented infections (MDI). Length of hospital stay, adverse events, mortality (interventional trial) and antibiotic costs (both studies), including costs related to future antibiotic resistance, were compared among all included patients. Results: Among 1203 patients included in the cohort study (350 with MDI), TREAT prescribed appropriate empirical antibiotic treatment significantly more frequently than physicians (70% versus 57%, P < 0.001) using less broad-spectrum antibiotics at half physicians' antibiotic costs. The randomized trial included 2326 patients, 570 with MDI. The rate of appropriate empirical antibiotic treatment was higher in intervention versus control wards [73% versus 64%, odds ratio (OR): 1.48, 95% confidence interval (CI): 0.95-2.29, intention to treat, adjusted for location and clustering]. For patients treated according to TREAT's advice in intervention wards, the difference with controls was highly significant (OR: 3.40, 95% CI: 2.25-5.14). Length of hospital stay, costs related to future resistance and total antibiotic costs were lower in intervention versus control wards. Conclusions: TREAT improved the rate of appropriate empirical antibiotic treatment while reducing antibiotic costs and the use of broad-spectrum antibiotic treatment.",2006,Dec,Journal of Antimicrobial Chemotherapy,58,6,1238-1245,WOS:000242716600019,10.1093/jac/dkl372,"",Paul 2006,Exclusion reason: Not multi-faceted; 
Evaluation of laboratory monitoring alerts within a computerized physician order entry system for medication orders,"Palen, Ted E.; Raebel, Marsha; Lyons, Ella; Magid, David M.","Background: Errors involving medication use are common. Computerized physician order entry (CPOE) can improve prescribing practices. Few studies have examined the effect of CPOE in combination with decision support tools on prescribing practices in the outpatient setting. Less is known about prescribers' adherence to laboratory monitoring recommendations. Objective: To evaluate if reminders presented during CPOE for medications would increase physicians' compliance with guidelines for laboratory monitoring at initiation of therapy. Study Design: Randomized prospective intervention study. Methods: Two hundred seven primary care physicians in a group-model managed care organization were randomized to receive or not receive drug laboratory monitoring alerts within the CPOE system. Adherence to laboratory monitoring recommendations for patients prescribed selected medications was compared between physician groups. Results: There was no significant difference between the control and intervention group physicians in the overall rate of compliance with ordering the recommended laboratory monitoring for patients prescribed study medications. Laboratory monitoring was performed as recommended 56.6% of the time in the intervention group compared with 57.1% of the time in the control group (P = .31). In cases in which a statistically significant difference was demonstrated, improved compliance favored the intervention group (eg, 7, 1.2% vs 62.3% [P = .003] for gernfibrozil and 75.7% vs 73.9% IP = .051 for statins). Conclusions: As CPOE becomes more prevalent, additional research is needed to determine effective decision support tools. These findings then should be communicated to the developers and users of computerized medical record systems.",2006,Jul,American Journal of Managed Care,12,7,389-395,WOS:000239051100005,"","",Palen 2006,Exclusion reason: Not multi-faceted; 
Computer reminders to implement preventive care guidelines for hospitalized patients,"Overhage, J. M.; Tierney, W. M.; McDonald, C. J.","Background: Hospitalizations are an opportunity to provide preventive care. Objective: To determine if computer reminders, which we have shown to be effective in our ambulatory care setting, increase the provision of inpatient preventive care. Methods: Randomized, controlled trial on the general medicine inpatient service of an urban, university-affiliated public hospital. Study subjects were 78 house staff rotating on the 6 general medicine services. The intervention was reminders to physicians printed on daily rounds reports about preventive care for which their patients were eligible, and suggested orders for preventive care provided through the physicians' workstations. The preventive care guidelines were derived from the US Preventive Care Task Force recommendations. Compliance with preventive care guidelines and house staff attitudes toward providing preventive care to hospitalized patients were the main outcome measures. Results: No significant differences were seen between intervention and control physicians in compliance with preventive care guidelines in the aggregate or when individual preventive care actions were analyzed. This was true even though most physicians endorsed providing most kinds of preventive care for hospitalized patients. Conclusions: Despite past success in increasing preventive care in the outpatient setting, we were unable, using a moderately intensive intervention, to increase the provision of preventive care during hospitalizations. The physicians providing care during the hospitalization were not the patients' primary care physicians, which proved to be an important barrier. More intensive interventions, or more direct linkages between inpatient and outpatient care providers, may be required to overcome this resistance.",1996,Jul 22,Archives of Internal Medicine,156,14,1551-1556,WOS:A1996UY33200008,10.1001/archinte.156.14.1551,"",Overhage 1996,Exclusion reason: Only abstract available; 
"Implementing clinical guidelines in the treatment of diabetes mellitus in general practice - Evaluation of effort, process, and patient outcome related to implementation of a computer-based decision support system","Hetlevik, I.; Holmen, J.; Kruger, O.; Kristensen, P.; Iversen, H.; Furuseth, K.","Objectives: To evaluate the implementation of clinical guidelines for diabetes mellitus in general practice with a specific computer-based clinical decision support system (CDSS) as part of the intervention. Methods: Randomized study with health center as unit. General practice in Sor- and Nord-Trondelag counties in Norway, 380,000 inhabitants. Seventeen health centers with 24 doctors and 499 patients with diabetes mellitus were in the intervention group and 12 health centers with 29 doctors and 535 patients were in the control group. Main outcome measures were group differences in fractions of patients without registrations (process evaluation) and mean group differences for the same variables (patient outcome evaluation). Results: Statistically significant group differences were experienced for fractions of patients without registration of cigarette smoking (intervention group, 82.6%; control group 94.5%), body mass index (78.2% vs. 93.0%), and sufficient registrations for calculation of risk score for myocardial infarction (91.1% vs. 98.3%); all during 18 months. Large center variations were shown for all variables. The only statistically significant group difference was -2.3 mm Hg (95% CI, -3.8, -0.8) in diastolic blood pressure in favor of the intervention group. Statistically insignificant differences in favor of the intervention group were HbA1c, -0.1% (95% CI, -0.4, 0.1), systolic blood pressure, -1.2 mm Hg (95% CI, -4.4, 2.0). Statistically insignificant differences in favor of the control group were fractions of smokers, +3.0% (95% CI, -4.0, 10.0), body mass index, +0.3 kg/m(2) (95% GI, -0.8, 1.4), risk score in female +0.1 (95% CI, -5.1, 5.2), and risk score in male +2.6 (95% CI, -14.2, 19.5). Conclusions: Implementation of clinical guidelines for diabetes mellitus in general practice, by means of a CDSS and several procedures for implementation, did not result in a clinically significant change in doctors' behavior or in patient outcome.",2000,Win,International Journal of Technology Assessment in Health Care,16,1,210-227,WOS:000086837500018,10.1017/S0266462300161185,"",Hetlevik 2000,Exclusion reason: Not previously evaluated; 
Computerized Community Cholesterol Control (4C): Meeting the Challenge of Secondary Prevention,"Gilutz, Harel; Novack, Lena; Shvartzman, Pesach; Zelingher, Julian; Bonneh, Dan Y.; Henkin, Yaakov; Maislos, Maximo; Peleg, Roni; Liss, Zvi; Rabinowitz, Gad; Vardy, Daniel; Zahger, Doron; Ilia, Reuven; Leibermann, Niki; Porath, Avi","Background: Dyslipidemia remains underdiagnosed and undertreated in patients with coronary artery disease. The Computer-based Clinical Decision Support System provides an opportunity to close these gaps. Objectives: To study the impact of computerized intervention on secondary prevention of CAD. Methods: The CDSS was programmed to automatically detect patients with CAD and to evaluate the availability of an updated lipoprotein profile and treatment with lipid-lowering drugs. The program produced automatic computer-generated monitoring and treatment recommendations. Adjusted primary clinics were randomly assigned to intervention (n=56) or standard care arms (n=56). Reminders were mailed to the primary medical teams in the intervention arm every 4 months updating them with current lipid levels and recommendations for further treatment. Compliance and lipid levels were monitored. The study group comprised all patients with CAD who were alive at least 3 months after hospitalization. Results: follow-up was available for 7448 patients (median 19.8 months, range 6-36 months), Overall, 51.7% of patients were adequately screened, and 55.7% of patients were compliant with treatment to lower lipid level. In patients with initial low density lipoprotein > 120 mg/dl, a significant decrease in LDL levels was observed in both arms, but was more pronounced in the intervention arm: 121.9 +/- 34.2 vs. 124.3 +/- 34.6 mg/dl (P < 0.02). A significantly lower rate of cardiac rehospitalizations was documented in patients who were adequately treated with lipid-lowering drugs, 37% vs. 40.9% (P < 0.001). Conclusions: This initial assessment of our data represent a real-world snapshot where physicians and CAD patients often do not adhere to clinical guidelines, presenting a major obstacle to implementing effective secondary prevention. Our automatic computerized reminders system substantially facilitates adherence to guidelines and supports wide-range implementation. IMAJ 2009;11:23-29",2009,Jan,Israel Medical Association Journal,11,1,23-29,WOS:000263596000005,"","",Gilutz 2009,Exclusion reason: Not previously evaluated; 
Cluster randomised controlled trial of tailored interventions to improve the management of urinary tract infections in women and sore throat,"Flottorp, S.; Oxman, A. D.; Havelsrud, K.; Treweek, S.; Herrin, J.","Objective To assess the effectiveness of tailored interventions to implement guidelines for urinary tract infections in women and sore throat. Design Unblinded, cluster randomised pretest-post-test trial. Setting 142 general practices in Norway. Participants 72 practices received interventions to implement guidelines for urinary tract infection and 70 practices received interventions to implement guidelines for sore throats serving as controls for each other. 59 practices in the urinary tract infection group and 61 practices in the sore throat group completed the study. Outcomes were measured in 16 939 consultations for sore throat and 9887 consultations for urinary tract infection. Interventions Interventions were developed to overcome identified barriers to implementing the guidelines. The main components of the tailored interventions were patient educational material, computer based decision support and reminders, an increase in the fee for telephone consultations, and interactive courses for general practitioners and practice assistants. Main outcome measures Changes in rates of use of antibiotics, laboratory tests, and telephone consultations. Results Patients in the sore throat group were 3% less likely to receive antibiotics after the intervention. Women with symptoms of urinary tract infection in the intervention group were 5% less likely to have a laboratory test ordered. No significant differences were found between the groups for the other outcomes. Large variation was found across the included practices in the rates of antibiotic prescription, use of laboratory tests and telephone consultations, and in the extent of change for all three outcome measures. Conclusions Passively delivered, complex interventions targeted at identified barriers to change had little effect in changing practice.",2002,Aug 17,British Medical Journal,325,7360,367-370,WOS:000177626000021,10.1136/bmj.325.7360.367,"",Flottorp 2002,Exclusion reason: Not previously evaluated; 
Improved therapeutic monitoring with several interventions - A randomized trial,"Feldstein, Adrianne C.; Smith, David H.; Perrin, Nancy; Yang, Xiuhai; Rix, Mary; Raebel, Marsha A.; Magid, David J.; Simon, Steven R.; Soumerai, Stephen B.","Background: Medication errors are frequently related to failure to appropriately select medications or adjust for laboratory parameters. Differences between guideline recommendations and actual frequency of therapeutic laboratory monitoring are substantial. This study evaluated interventions to improve laboratory monitoring at initiation of medication therapy. Methods: This cluster-randomized trial compared 3 interventions to usual care for 10 medications in 15 primary care clinics in a health maintenance organization with an electronic medical record system. Eligible patients, identified from electronic databases, had not received recommended laboratory monitoring within 5 days after new dispensing of a study medication. Interventions were an electronic medical record reminder to the prescribing health care professional, an automated voice message to the patient, and a pharmacy team outreach to the patient. Primary outcome was completion of all recommended baseline laboratory monitoring. Results: A total of 961 patients participated in the study. At 25 days, 95 (48.5%) of 196 patients in the electronic medical record reminder group, 177 (66.3%) of 267 in the automated voice message group, 214 (82.0%) of 261 in the pharmacy team outreach group, and 53 (22.4%) of 237 in the usual care group had completed all recommended baseline laboratory monitoring (P <.001). After adjustments, the hazard ratios for completing laboratory monitoring compared with usual care were 2.5 (95% confidence interval, 1.8-3.5) for electronic medical record reminder, 4.1 (95% confidence interval, 3.0-5.6) for automated voice message, and 6.7 (95% confidence interval, 4.9-9.0) for pharmacy team outreach. Conclusions: All 3 interventions were effective in increasing laboratory monitoring when initiating new medications in primary care. Further work is necessary to determine if these interventions improve patient outcomes. Trial Registration: clinicaltrials.gov Identifier: NCT00256386",2006,Sep 25,Archives of Internal Medicine,166,17,1848-1854,WOS:000240730500009,10.1001/archinte.166.17.1848,"",Feldstein 2006,Exclusion reason: Not multi-faceted; 
Effects of an automated electronic reminder in changing the antiplatelet drug-prescribing behavior among Italian general practitioners in diabetic patients - An intervention trial,"Filippi, A.; Sabatini, A.; Badioli, L.; Samani, F.; Mazzaglia, G.; Catapano, A.; Cricelli, C.","OBJECTIVE - To evaluate whether an electronic reminder integrated into a routine computer system increases the use of antiplatelet drugs for diabetic patients among Italian general practitioners (Gps). RESEARCH DESIGN AND METHODS- A randomized controlled trial was carried out among 300 GPs and their patients selected from the Health Search Database, Among these 150 GPs (intervention group) received instructions to activate an electronic reminder plus a letter summarizing the benefical effects of antiplatelet drugs in diabetic patients with Lit least one additional cardiovascular risk factor (""high risk""), whereas the other 150 GPs (control group) received only the letter . The electronic reminder, integrated into a standard software system for the medical record of diabetic patients aged greater than or equal to30 years. Only high-risk diabetic patients were included in the analysis. Patients were considered under antiplatelet treatment if they received two or more prescriptions it baseline and during the follow-up. RESULTS - We selected 15,343 high-risk diabetic patients, 7,313 belonging to GPs of the control group and 8,030 belonging to GPs of the intervention group. Overall, 1,672 patients (22.9%) of the control group and 1,886 (23.59/0 patients of the intervention group received antiplatelet drugs at baseline (P = N.S.). At the end of the follow-up, the number of treated patients was significantly increased in the intervention group (odds ratio 1.99, 95% Cl 1.79- versus the control group. The effect of the electronic reminder was more relevant among those patients with one or more cardiovascular risk factors but without previous cardiovascular diseases (CVDs), compared with those with CVDs. CONCLUSIONS - These findings provide evidence for the effect of an electronic reminder in affecting the prescriptive behavior of GPs.",2003,May,Diabetes Care,26,5,1497-1500,WOS:000185505400028,10.2337/diacare.26.5.1497,"",Filippi 2003,Exclusion reason: Not multi-faceted; 
Effect of computerised evidence based guidelines on management of asthma and angina in adults in primary care: cluster randomised controlled trial,"Eccles, M.; McColl, E.; Steen, N.; Rousseau, N.; Grimshaw, J.; Parkin, D.; Purves, I.","Objective To evaluate the use of a computerised support system for decision making for implementing evidence based clinical guidelines for the management of asthma and angina in adults in primary care. Design A before and after pragmatic cluster randomised controlled trial utilising a two by two incomplete block design. Setting 60 general practices in north east England. Participants General practitioners and practice nurses in the study practices and their patients aged 18 or over with angina or asthma. Main outcome measures Adherence to the guidelines, based on review of case notes and patient reported generic and condition specific outcome measures. Results The computerised decision support system had no significant effect on consultation rates, process of care measures (including prescribing), or any patient reported outcomes for either condition. Levels of use of the software were low. Conclusions No effect was found of computerised evidence based guidelines on the management of asthma or angina in adults in primary care. This was probably due to low levels of use of the software, despite the system being optimised as far as was technically possible. Even if the technical problems of producing a system that fully supports the management of chronic disease were solved, there remains the challenge of integrating the systems into clinical encounters where busy practitioners manage patients with complex, multiple conditions.",2002,Oct 26,British Medical Journal,325,7370,941-944,WOS:000178986300018,10.1136/bmj.325.7370.941,"",Eccles 2002,Exclusion reason: Not previously evaluated; 
Improving residents' compliance with standards of ambulatory care - Results from the VA cooperative study on computerized reminders,"Demakis, J. G.; Beauchamp, C.; Cull, W. L.; Denwood, R.; Eisen, S. A.; Lofgren, R.; Nichol, K.; Woolliscroft, J.; Henderson, W. G.","Context Computerized systems to remind physicians to provide appropriate care have not been widely evaluated in large numbers of patients in multiple clinical settings. Objective To examine whether a computerized reminder system operating in multiple Veterans Affairs (VA) ambulatory care clinics improves resident physician compliance with standards of ambulatory care. Design, Setting, and Participants A total of 275 resident physicians at 12 VA medical centers were randomly assigned in firms or half-day clinic blocks to either a reminder group (n=132) or a control group (n=143), During a 17-month study period (January 31, 1995-June 30, 1996), the residents cared for 12989 unique patients for whom at least 1 of the studied standards of care (SOC) was applicable. Main Outcome Measures Compliance with 13 SOC, tracked using hospital databases and encounter forms completed by residents, compared between residents in the reminder group vs those in the control group. Results Measuring compliance as the proportion of patients in compliance with all applicable SOC by their last visit during the study period, the reminder group had statistically significantly higher rates of compliance than the control group for all standards combined (58.8% vs 53.5%; odds ratio [OR], 1.24; 95% confidence interval [CI], 1.08-1.42; P=.002) and for 5 of the 13 standards examined individually. Measuring compliance as the proportion of all visits for which care was indicated in which residents provided proper care, the reminder group also had statistically significantly higher rates of compliance than the control group for all standards combined (17.9% vs 12.2%; OR, 1.57; 95% CI, 1.45-1.71; P<.001) and for 9 of the 13 standards examined individually. The benefit of reminders, however, declined throughout the course of the study, even though the reminders remained active. Conclusions Our data indicate that reminder systems installed at multiple sites can improve residents' compliance to multiple SOC. The benefits of such systems, however, appear to deteriorate over time. Future research needs to explore methods to better sustain the benefits of reminders.",2000,Sep 20,Jama-Journal of the American Medical Association,284,11,1411-1416,WOS:000089242500036,10.1001/jama.284.11.1411,"",Demakis 2000,Exclusion reason: Not previously evaluated; 
Cost effectiveness of a clinical decision support system based on the recommendations of the European Society of Cardiology and other societies for the Management of Hypercholesterolemia - Report of a cluster-randomized trial,"Cobos, A.; Vilaseca, J.; Asenjo, U.; Pedro-Botet, J.; Sanchez, E.; Val, A.; Torremade, E.; Espinosa, C.; Bergonon, S.","Introduction and objectives: To assess the cost effectiveness of a clinical decision support system (CDSS) based on the recommendations of the European Society of Cardiology and other societies for Hypercholesterolemia Management (ESCHM). Study design and perspective: A cluster-randomized, unblinded, pragmatic trial was conducted. To assess the impact in effectiveness and costs of a CDSS implementing an adapted version of the ESCHM recommendations, a parallel comparison with a usual care group was carried out over 1 year. The recruitment period started in April 2000 and ended 1 year later. Effectiveness was defined as the achievement of the low-density lipoprotein-cholesterol (LDL-C) reduction goals in patients with initial cardiovascular risk (CVR) > 20% over 10 years (the goals being LDL-C < 115 mg/dL for patients with coronary heart disease [CHD], or LDL-C < 130 mg/dL for patients without CHD), or keeping CVR < 20% at study end in patients with initial CVR < 20%. The costs of treatments, visits, and laboratory assessments were estimated from the social perspective (year of costing 2002). Methods: The ESCHM guidelines adapted by a steering committee included therapeutic recommendations directed to achieve LDL-C objectives in a cost-effective manner. To promote healthy cardiovascular lifestyles, items such as table cloths and magnets for the refrigerator (with relevant promotional messages) were distributed to intervention practices. All study physicians recorded the patients' data in a specific-purpose application installed on their computer. In the case of intervention physicians, the CDSS was installed as an additional module of this application and they were requested to use it but were otherwise free to adopt or ignore the recommendations. Adherence to the guideline was monitored by the CDSS. Patients with hypercholesterolemia were selected from 44 general practices in Spain, mainly in the Catalonia region. Main outcome measures and results: 2221 patients were included in the study (1161 in usual care group and 1060 in the intervention group). The intervention was shown to be as effective as usual care, both in an unadjusted analysis and after adjusting for absolute CVR and previous treatment with lipid-lowering drugs (LLDs) [odds ratio (OR) 1.02; 95% Cl 0.58, 1.77]. The intervention had no impact on lipid profiles. Intervention patients were prescribed LLDs less frequently than usual care patients (OR = 0.37; 95% Cl 0.26, 0.52; p = 0.0001), particularly when CVR was low. This induced important savings in treatments (p = 0.0001) and total costs (p = 0.001), which were estimated as 24.9% and 20.8%, respectively. The intervention increased the number of laboratory analyses. The recommendations issued by the CDSS were accepted in 71.3% of the visits. Discussion and conclusions: The CDSS based on the recommendations of the ESCHM did not modify the effectiveness of usual care but induced considerable savings.",2005,2005,Disease Management & Health Outcomes,13,6,421-432,WOS:000234349000006,10.2165/00115677-200513060-00007,"",Cobos 2005,Exclusion reason: Not previously evaluated; 
